SongNumber,SongID,Title,ArtistName,Duration,Year,AlbumID,AlbumName,ArtistID,ArtistLongitude,ArtistLatitude,ArtistLocation,KeySignature,Tempo,TimeSignature,Loudness,Mode,Segments_nb,Sections_nb,Beats_nb,Bars_nb,Tatums_nb,Artist_Familiarity,Artist_Terms,Danceability,Song_Hotness,Artist_Hotness
2574,"b'SOFXOIF12AB0182415'","b'White Christmas'","b'Martin Sexton'",144.19546,2005,544622,"b'Camp Holiday'","b'AR4TLW81187B99683D'",,,"b'Syracuse NY'",3,90.099,3,-12.031,1,264,6,210,69,421,0.6411975149842052,33,0.0,0.23962909777363708,0.44865347112982507
2575,"b'SOJIIDB12AB017BC10'","b"Groovin' With Jimmy"","b'Jimmy Burns'",211.74812,0,487396,"b'Back To The Delta'","b'ARP5MSK1187B99A54C'",-90.49217,34.0737,"b'Dublin MS'",0,138.755,3,-7.461,1,700,10,480,159,960,0.3489203563494867,18,0.0,0.0,0.27152765767142323
2576,"b'SOZTOSX12AC468AD34'","b'Mate Tron'","b'Luke Vibert'",420.15302,2007,793116,"b'Mate Tron'","b'ARIMJFK1187FB4ED3E'",,,"b''",0,125.008,4,-9.801,1,1945,15,870,217,1740,0.6327182605521509,41,0.0,0.40003965695463956,0.43659933945450535
2577,"b'SOPRQKQ12A6D4F82CE'","b'Conqueror Worm'","b'Tsar'",220.42077,2005,31324,"b'Band-Girls-Money'","b'ARSNTX51187B989CA2'",,,"b''",9,150.23,4,-2.588,1,645,8,539,134,1078,0.5875154949690904,25,0.0,0.3589765264395974,0.3135384592890974
2578,"b'SOPAKUZ12A8C13F02B'","b'Au mariage des Levon-Lecu (Live)'","b'Claire Elzi\xc3\xa8re'",152.97261,0,804889,"b'La vie va si vite (Live)'","b'ARZLCTV1241B9C4D46'",,,"b''",5,90.073,4,-11.339,1,619,4,228,55,913,0.49823007193913954,2,0.0,0.0,0.28872653678340027
2579,"b'SOFBLKT12AB018A5E3'","b'Wonderful Peace'","b'Dino'",206.96771,0,581881,"b'Quiet Time'","b'ARUGX5X1187FB468C4'",-118.50119,34.15917,"b'Encino CA'",8,134.279,7,-22.504,1,299,9,439,59,439,0.6423581760346339,34,0.0,0.2758305647028295,0.40981841145610814
2580,"b'SOIMZSM12AB0188CB8'","b'Time Will Tell'","b'Ice'",285.77914,0,355995,"b'Darkest Light'","b'ARZAHDN1187B9B4BED'",,,"b'Tennessee'",5,111.046,4,-5.956,0,1324,14,523,130,2091,0.6491557735314687,45,0.0,0.5035762243251369,0.34593570218633163
2581,"b'SOZWTCR12A58A7BA31'","b'Classic Material'","b'Casual'",188.05506,0,249472,"b'Truck Driver'","b'ARD7TVE1187B99BFB1'",,,"b'California - LA'",2,92.571,4,-5.022,1,854,9,284,67,1138,0.5817937658450281,37,0.0,0.0,0.4019975433642836
2582,"b'SOZWBQS12A8C13701C'","b'Arrows Of The Gods'","b'Elliot Goldenthal'",91.74159,2000,292189,"b'Titus - Original Motion Picture Soundtrack'","b'ARZVEF91187B9AC770'",-74.00712,40.71455,"b'New York NY'",0,177.465,4,-12.671,1,310,5,260,64,521,0.5991337690974036,43,0.0,0.3552855364230894,0.3929946225880104
2583,"b'SOODPLC12AB0182FDE'","b'Otra Parte De Mi (1997 Digital Remaster)'","b'Aleks Syntek'",232.07138,0,367540,"b'1989-2009'","b'ARW70HR1187B9A358C'",,,"b'Merida Mexico'",8,120.309,4,-4.252,1,883,11,458,113,916,0.6592515206743365,35,0.0,nan,0.3994315443110678
2584,"b'SOQFVIO12AB018BA75'","b'Decline Of the Western Civilization'","b'Deathstar'",229.8771,0,771282,"b'We Are The Threat'","b'ARPINYO12454A2E4AB'",,,"b'Washington'",10,140.202,4,-5.443,0,1014,9,521,129,1042,0.48119412600974215,15,0.0,0.24642312781570433,0.389230135470802
2585,"b'SOFVXQF12A6D4F82F2'","b'Dancing With Myself (BBC In Concert 01/01/81)'","b'Generation X'",291.63057,0,717271,"b'BBC In Concert (1st January 1981)'","b'AR1PRQ21187FB3B481'",,,"b''",1,174.524,1,-7.46,0,1265,13,846,846,1691,0.6111809474469422,34,0.0,nan,0.3990337695919729
2586,"b'SOJMLXA12A8C12FB20'","b'Brother'","b'Steve Vai'",304.71791,1996,282332,"b'Fire Garden'","b'AROY6XW1187B991121'",,,"b'Carle Place New York'",5,227.161,4,-7.269,1,732,13,1129,281,1129,0.6457200233360104,25,0.0,0.637311276400838,0.543954417055839
2587,"b'SOMWQZF12A8C13C27E'","b'Kes\xc3\xa4ilta Saimaalla'","b'Teijo Joutsela and Humppa-Veikot'",159.63383,0,217188,"b'20 suosikkia / Vanhan kartanon kehr\xc3\xa4\xc3\xa4v\xc3\xa4 rukki'","b'ARVYDAQ1187FB43338'",,,"b''",8,120.012,1,-12.013,1,628,6,316,316,631,0.04777508141251459,1,0.0,nan,0.0
2588,"b'SOJGPVN12A8C136BCF'","b'Cover To Cover'","b'Wes King'",233.45587,0,148624,"b'A Room Full Of Stories'","b'ARDUOSV1187B9894D5'",,,"b''",7,118.152,4,-7.92,1,851,9,456,113,912,0.44923147099274074,13,0.0,0.26586104921065007,0.34818432106564273
2589,"b'SOUNPTA12AB0183132'","b'Evening'","b'Vanessa Daou'",222.04036,1996,608786,"b'Slow to Burn (Deluxe)'","b'ARZFRQM1187B9A9772'",,,"b''",8,144.975,4,-11.607,1,706,10,525,130,1051,0.5708253226408206,27,0.0,0.4454545254934259,0.40358823765010066
2590,"b'SOZHDIA12A58A80F93'","b'Midnight'","b'Joe Satriani'",185.70404,1987,292141,"b"G3 Live:  Rockin' in the Free World"","b'ARNZ70R1187B9A4824'",,,"b'Westbury Long Island NY'",11,83.957,3,-16.104,0,624,7,262,76,786,0.7058764019143506,20,0.0,nan,0.6222089601294355
2591,"b'SOAKZHG12A8AE47669'","b'I Love You (LP Version)'","b'Cindy Morgan'",158.27546,0,185946,"b'Elementary'","b'ARYJ6RP1187B9B3827'",-86.77836,36.16778,"b'Nashville TN'",2,112.248,1,-14.677,1,495,7,292,292,585,0.5447494894552873,30,0.0,0.2618528367769491,0.41741046690001027
2592,"b'SOTJEIC12A8C139054'","b'Macarena'","b'Los Del Rio'",249.49506,1993,297314,"b'Fiesta Macarena'","b'AR0OTEX1187FB3600D'",,,"b''",10,206.02,1,-12.005,0,1570,15,845,845,1690,0.44772507538755363,29,0.0,nan,0.3511702117219038
2593,"b'SONJBDA12AB0183CFD'","b"What's The Matter With The Mill"","b'Moon Mullican'",157.49179,0,535936,"b'Broken Dreams'","b'ARKEFM61187B9A8202'",-94.82807,30.99688,"b'Corrigan Polk County TX'",5,182.408,4,-18.692,1,613,7,461,115,921,0.3867161753601155,17,0.0,0.0,0.281887097438807
2594,"b'SOGNDRY12AC9075738'","b'What Is A Woman For? (BBC In Concert)'","b'The Edgar Broughton Band'",588.85179,0,693024,"b'BBC In Concert (25th February 1971)'","b'ARJB9TE1187FB3A9F8'",,,"b''",5,59.678,1,-16.479,1,1511,20,586,586,1174,0.5240081723196667,27,0.0,nan,0.3490378943527972
2595,"b'SOMUJKH12AB01842E2'","b'Hey!'","b'Laidback Luke & Diplo'",315.92444,0,513770,"b'Hey!'","b'ARQIAEA1187FB4F9F9'",,,"b''",7,126.94,4,-6.737,1,1567,10,646,161,1291,0.6678495083942444,44,0.0,0.338886720010706,0.462537498241057
2596,"b'SOUFLXO12A6701DD54'","b'Civilized Reggae'","b'Burning Spear'",355.18649,1980,14562,"b'Harder Than The Best'","b'ARJ2PMY1187FB5B563'",,,"b'NY - Long Island'",11,125.245,4,-8.01,0,1349,12,720,179,1439,0.6742377995907541,43,0.0,0.42512465831305757,0.4652702100858289
2597,"b'SOXYLNP12A58A77347'","b'Let me fly'","b'Jefferson Starship'",329.50812,1999,371942,"b'Windows Of Heaven'","b'AR1WC0X1187B991056'",-122.42005,37.77916,"b'San Francisco CA'",2,132.611,4,-9.864,1,892,14,724,180,1449,0.6281213400288287,40,0.0,0.2707759989463275,0.4189468712511175
2598,"b'SOWDZZQ12A670215BD'","b"Can't Stop Lovin' You (Remastered Album Version)"","b'Van Halen'",248.18893,0,7133,"b'The Best Of Both Worlds'","b'ARNLO5S1187B9B80CC'",,,"b'Pasadena CA'",9,117.954,4,-3.798,1,755,9,473,117,945,0.7446412459327763,22,0.0,0.6844825731512485,0.5799889824287546
2599,"b'SONCEJF12AB018581C'","b'Jamming'","b'Twinkle Twinkle Little Rock Star'",235.38893,0,807759,"b'Lullaby Versions of Bob Marley'","b'ARDXGVT124207832C0'",,,"b''",11,85.508,3,-19.488,0,474,11,334,111,668,0.3181414524676429,0,0.0,0.0,0.42070316745118513
2600,"b'SOGJJMI12A8C133442'","b'317 East 32nd'","b'Lennie Tristano'",557.68771,0,87526,"b'Lennie Tristano Quintet - Live In Toronto 1952'","b'AR77B521187FB4CC70'",-95.84502,37.16793,"b'US'",7,89.868,4,-18.203,1,2024,20,847,187,1694,0.5144257731669367,31,0.0,nan,0.31784505601101765
2601,"b'SOKLUBB12AB0182FDA'","b'Over The Hill'","b'R.L. Burnside'",257.35791,1997,815189,"b'Mr. Wizard'","b'AR7TTS41187B9B42D3'",-89.51877,34.36401,"b'Oxford MS'",11,95.56,4,-9.584,1,710,14,409,100,819,0.7011808736075507,50,0.0,0.3864772912554594,0.4666288889016846
2602,"b'SOUPBKQ12AC4689EB8'","b'Kill the Poor'","b'Dead Kennedys'",184.94649,1980,792923,"b'Punk of Anagram'","b'AR050VJ1187B9B13A7'",,,"b''",2,108.977,1,-10.133,1,667,6,331,331,662,0.737037558041999,19,0.0,nan,0.5392454183492504
2603,"b'SOYJFCZ12A8C137848'","b'Memories'","b'Thriller U'",226.32444,0,262341,"b'Whip Me Volume 1'","b'ARTPGR61187B98B0F6'",,,"b''",7,89.675,4,-12.42,1,782,11,331,82,663,0.37404143444901305,23,0.0,nan,0.3225901576387948
2604,"b'SONBHYT12AC468A58B'","b"Cumpagno 'e cella"","b'Alex'",298.52689,0,732290,"b'Meraviglioso'","b'ARNBV1X1187B996249'",,,"b''",2,98.974,4,-11.813,0,1288,11,484,120,1939,0.6402875568801327,43,0.0,nan,0.4321725641468849
2605,"b'SOCICGI12AB018AB36'","b'Rock Co.Kane Flow'","b'De La Soul / MF Doom'",185.23383,2004,799238,"b'The Grind Date'","b'AR1Q25M1187B9B0D73'",-73.41853,40.67856,"b'Amityville NY'",10,86.813,4,-3.684,0,725,7,271,66,814,0.7456251877421854,22,0.0,0.5989470385987709,0.5130656545045009
2606,"b'SOEQXWO12AB017D68B'","b'Drive'","b'The Cars'",234.50077,1984,129857,"b'The Squid And The Whale'","b'ARLZLMN1187B9AD1CB'",-71.08868,42.31256,"b'Boston MA'",6,111.319,1,-5.811,1,809,13,416,416,1248,0.7890980315056719,15,0.0,0.8330062427807008,0.5370020431521056
2607,"b'SOVWTMN12A6D4F8ACF'","b'Naked Enough'","b'Tim Wilson'",164.96281,0,20683,"b'Church League Softball Fistfight'","b'ARDNS031187B9924F0'",-83.22295,32.67828,"b'Georgia'",7,137.828,4,-6.929,1,640,9,372,92,745,0.4597971288376104,13,0.0,0.0,0.3499126116745628
2608,"b'SOVKFKF12A8C14348A'","b'The Beginning'","b'Salt The Wound'",96.65261,2008,667269,"b'Carnal Repercussions'","b'AR2O84Q1187FB5BF74'",,,"b''",11,120.502,3,-8.958,1,231,5,188,57,376,0.6420304768201044,27,0.0,0.6352914598603203,0.44522219768945687
2609,"b'SOQFNLE12A6701F952'","b'Future'","b'Cut Copy'",312.08444,2004,10630,"b'Bright Like Neon Love'","b'ARWD3OC1187FB3A666'",,,"b'Melbourne Australia'",11,119.562,4,-8.775,0,1606,13,614,152,1227,0.769944259081756,14,0.0,0.859349894131751,0.5361735524164093
2610,"b'SOEFBNV12A8C13DF70'","b'Paloma Negra'","b'Rocio Jurado'",245.68118,0,305233,"b'Canta A Mexico'","b'ARW1DRV1187FB40261'",,,"b''",3,168.268,3,-8.238,1,754,12,690,228,690,0.5015653751848096,22,0.0,nan,0.3157956797084056
2611,"b'SOATZSD12A8C134212'","b'Aupr\xc3\xa8s De Mon Arbre'","b'Georges Brassens'",184.76363,1956,497348,"b'Georges Brassens-N 4'","b'ARLV8S31187B988B71'",1.71819,46.71067,"b'S\xef\xbf\xbd France'",1,126.31,5,-11.242,0,751,10,384,76,767,0.633408899495587,39,0.0,nan,0.3942896621203247
2612,"b'SOVDTAP12A8C13FE3D'","b'Let It Bleed'","b'Wild Horses'",338.28526,0,372988,"b'Rolling Stones Instrumental Renditions'","b'ARANDRM1187B98B446'",,,"b''",0,111.989,4,-8.527,1,1181,21,619,154,1238,0.5986436958579509,18,0.0,0.23216679144970892,0.3109209626445081
2613,"b'SOVTAOG12AB018B126'","b'Uu-Pee-\xc3\x84mm\xc3\xa4t'","b'Jope Ruonansuu'",126.69342,0,768012,"b'Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite'","b'ARW1WST1187FB384DA'",,,"b''",2,86.992,4,-4.762,1,475,5,182,45,729,0.4643625908988418,26,0.0,nan,0.41784614771379464
2614,"b'SOJBCMD12A6D4F68B5'","b'Hide Away'","b'Freddie King'",286.82404,1960,28325,"b'King Of The Blues'","b'ARRT66G1187FB3DDF9'",,,"b'Gilmer TX'",9,134.741,4,-6.615,1,1210,14,641,159,1924,0.6096366979313602,40,0.0,nan,0.3825930008756608
2615,"b'SORWXCN12AB01811BC'","b'After The Laughter'","b'Marcie Blane'",139.83302,0,448416,"b"Bobby's Girl - The Complete Seville Recordings"","b'ARRBINW1187B98AE6D'",-73.94888,40.65507,"b'Brooklyn NY'",0,102.881,7,-9.737,0,409,8,232,33,464,0.4211818692788764,18,0.0,0.0,0.3049119117083977
2616,"b'SOHUDTL12AAFF43497'","b'Basking Under a Blacksun Dawning'","b'Morgion'",341.68118,1997,530863,"b'Morgion'","b'ARG37DA1187B9A47FF'",,,"b''",10,112.063,3,-7.422,1,746,10,615,201,1231,0.5061142986263196,31,0.0,0.49986128612893904,0.3762975699769462
2617,"b'SOJXYUF12AB0188969'","b'CB4 (Instrumental Mix)'","b'Slum Village'",204.38159,0,715113,"b'Fantastic Vol. 2.10'","b'AR0WGXC1187B9AAC99'",,,"b'Detroit MI'",0,94.495,4,-7.941,1,698,4,322,79,643,0.6748394358233949,35,0.0,0.2707759989463275,0.4254506138636907
2618,"b'SOEAYQZ12AB0186BB1'","b"You'll Never Know"","b'JERRY WALLACE'",180.50567,0,453776,"b"Jerry Wallace's King Of The Mountain"","b'ARW6LIW1187B9966CD'",-94.58306,39.10295,"b'Kansas City MO'",9,219.298,4,-14.794,0,468,9,647,161,647,0.4280400406701058,16,0.0,0.2538347361322313,0.3172299038462513
2619,"b'SOVAZZK12AB018935A'","b'That Little Ole Wine Drinker Me - Original'","b'Charlie Walker'",124.76036,0,469688,"b"Charlie Walker's ''T'' For Texas"","b'ARUDY181187B9B5F49'",-93.97961,31.03896,"b'Collins County TX'",7,161.533,4,-17.913,1,413,7,321,80,642,0.536546301483389,17,0.0,nan,0.35954231276126625
2620,"b'SOBGXEU12A8AE45903'","b'Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson)'","b'Beenie Man Featuring Janet Jackson'",215.90159,2002,277594,"b'Feel It Boy'","b'ARVUN5F1187FB4CCC7'",,,"b'Kingston Jamaica'",1,102.828,4,-4.475,1,829,10,367,91,735,0.7292122740965461,16,0.0,nan,0.48133930857423185
2621,"b'SOCUSNQ12A8C138A86'","b'Never Gonna Be The Same'","b'Danny Wilson'",167.13098,1989,160060,"b'Bebop Moptop'","b'AR6QQY41187B990574'",-2.96761,56.46137,"b'Dundee Scotland'",11,91.256,1,-11.053,1,560,6,242,242,484,0.5599914150758433,23,0.0,nan,0.36290298564883927
2622,"b'SOQMFPS12A6D4F76D7'","b'Grateful & Thankful'","b'Francis Dunnery'",277.08036,0,19601,"b'Hometown 2001'","b'AR2J2WF1187FB46271'",-3.53444,54.48303,"b'Egremont Cumbria England'",7,84.186,7,-13.095,1,911,11,384,50,1152,0.548585130198109,31,0.0,0.36649513412925544,0.3835242473277272
2623,"b'SOPYZWR12AB0187A36'","b'Touch My Hand [Remastered]'","b'David Meece'",211.17342,0,773851,"b'David'","b'ARU2JAB1187FB50C72'",,,"b''",11,81.404,4,-13.506,0,600,7,294,58,880,0.4704146136831491,18,0.0,0.0,0.3102989963854615
2624,"b'SODWYJL12A58A7BCE4'","b'Pop Pop'","b'Twista'",163.39546,0,347138,"b'The Black Jason Of Rap'","b'ARSE5NP1187B9B98AB'",,,"b'Chicago IL'",7,100.016,4,-9.632,1,789,6,272,67,1088,0.8896135547440263,15,0.0,nan,0.5938083651752645
2625,"b'SOGZANN12AB018736A'","b'Freedom'","b'4Him'",238.49751,0,580619,"b'The Basics Of Life'","b'AR1DLF21187FB3CBF0'",,,"b''",2,182.247,4,-10.996,1,837,10,703,175,1405,0.5650898922038983,31,0.0,0.26586104921065007,0.44859380261178367
2626,"b'SOABPYH12A8C13CC48'","b'Beothuck'","b'Malefaction'",34.61179,0,254896,"b'Crush The Dream'","b'ARZ78EG1187FB4638E'",,,"b''",8,84.303,1,-3.93,1,117,0,44,44,133,0.3982187703864674,13,0.0,0.0,0.27948312712204865
2627,"b'SOVLTPF12AC46866D7'","b'Broken Hearted Side Of New Orleans'","b'Jo-El Sonnier'",194.24608,0,687141,"b'Here to Stay'","b'AR1JGQT1187FB56878'",-92.26831,30.23513,"b'Rayne LA'",4,145.218,4,-9.503,1,575,8,461,114,921,0.4668979601451768,21,0.0,nan,0.3201654160463429
2628,"b'SOKLPTD12AC4688044'","b"Widow's Walk"","b'Enter the Haggis'",381.54404,1999,699416,"b'Let The Wind Blow High'","b'ARC5Q0L1187B98D463'",,,"b''",7,134.819,4,-10.211,0,1144,17,844,210,1687,0.6197471466593556,37,0.0,0.44859049865725,0.4073868296459371
2629,"b'SOVMWTZ12A8C136E39'","b'Rock Biter (Album Version)'","b'Red I Flight'",179.01669,2008,212771,"b'The Years'","b'AR8J63I119B8668504'",,,"b''",7,120.617,4,-4.852,1,536,9,355,88,1064,0.7470614269554612,20,0.0,nan,0.32752607801909256
2630,"b'SOUDAHM12A58A7B19A'","b'Hot Spot (Terrible Love Mix)'","b'Steinski'",169.97832,2003,534612,"b'What Does It All Mean? - 1983-2006 Retrospective'","b'ARQ30G91187B9B8C12'",,,"b''",10,185.325,4,-12.738,0,855,8,524,130,1048,0.5453643529928158,44,0.0,0.4330050772745855,0.4045752263997647
2631,"b'SOCNFBN12AF72A23AA'","b'Memories'","b'George Lopez'",153.49506,2001,591012,"b'Right Now Right Now'","b'ARYF20K1187B9B76BD'",,,"b'ORANGE California'",7,118.06,1,-16.016,1,594,6,301,301,600,0.6680202487233046,26,0.0,nan,0.5169637307383411
2632,"b'SOIOWYG12AB018751B'","b'Shadows'","b'DJ Harry'",309.60281,2004,748788,"b'Collision'","b'AR4QYVC1187B99985B'",,,"b''",6,181.371,4,-7.254,0,1513,8,931,232,1862,0.4870777511346747,16,0.0,nan,0.31569027681555284
2633,"b'SOYTXMF12AB0179B2C'","b'If We Loved'","b'Chuck Wicks'",222.01424,2008,438662,"b'Starting Now'","b'ARPTC8L119B340323E'",,,"b''",1,99.124,4,-5.278,1,585,11,353,87,706,0.7699678192633778,10,0.0,0.6304604526038231,0.480812448609679
2634,"b'SOSKOHU12AB0184001'","b"It's Too Late"","b'Small Faces'",157.46567,1966,340376,"b'Ultimate Collection'","b'AROCBZZ11E2835D652'",,,"b''",9,125.295,4,-5.074,1,486,9,321,79,643,0.58223834366451,45,0.0,nan,0.44905257515374747
2635,"b'SOCSXBH12A58A78109'","b'The Traffic Jam'","b'Stephen Marley / Damian Marley'",247.17016,2006,485654,"b'Mind Control'","b'ARH9GD41187FB37E0F'",,,"b''",9,165.886,4,-8.476,1,1159,12,677,168,1355,0.7248130678122553,36,0.0,0.5315802406782681,0.47717883383688675
2636,"b'SOYNBBT12A8AE46457'","b'Irreplaceable (Irreemplazable)'","b'Beyonc\xc3\xa9'",230.55628,2007,280206,"b'Irreemplazable'","b'AR65K7A1187FB4DAA4'",,,"b''",10,87.992,4,-4.883,1,910,7,335,83,1339,0.8894607253481954,28,0.0,nan,0.6120672682978017
2637,"b'SOBIJGQ12A8C131C8F'","b'Resistance'","b'Cali'",156.55138,2008,282795,"b"L'espoir"","b'ARZBYDY1187FB46DD7'",2.38596,42.54843,"b'Vernet les Bains'",4,127.792,1,-8.038,1,556,5,322,322,964,0.6168845440365633,35,0.0,0.5033812362063191,0.34384449941445117
2638,"b'SOFLOGZ12A8C13C69F'","b'It All Depends On You'","b'Jerry Lewis'",142.73261,1995,210460,"b'Very Best Of'","b'ARV21JS1187B99E516'",-74.17418,40.73197,"b'Newark NJ'",7,124.877,4,-9.865,1,390,8,283,70,565,0.47482940689326686,17,0.0,nan,0.2969556817997762
2639,"b'SORVORU12AB0183685'","b'Dial Me'","b'Lexi'",244.03546,0,703020,"b'Dial Me'","b'AR7358P1187B9B6880'",-99.68095,41.50075,"b'Nebraska'",8,130.052,4,-10.258,1,1199,8,525,130,1050,0.4310149634086798,17,0.0,nan,0.35290225382037665
2640,"b'SOANXGF12A8C143736'","b'Pasa el tiempo'","b'Yahir'",285.28281,0,314137,"b'Otra historia de amor'","b'ARNNHLN1187FB42912'",-110.94695,29.07904,"b'Hermosillo Sonora Mexico'",9,127.469,4,-8.879,1,807,13,583,144,1167,0.5986364339485454,18,0.0,0.23621263855708055,0.2328250608705825
2641,"b'SOPLOFR12AB01819B3'","b'Love Of My Life'","b'The Chi-Lites'",260.98893,0,465307,"b'The Chi-Lites Selected Hits'","b'ARUEYGC1187FB3D94B'",-87.63241,41.88415,"b'Chicago IL'",11,90.101,4,-9.588,0,1343,11,388,96,776,0.6072601288303907,49,0.0,nan,0.4030007990319534
2642,"b'SOPWMAU12AB017A832'","b'Edge Of The Dream (Emergency Broadcast Album Version)'","b'White Heart'",273.8673,0,484159,"b'Emergency Broadcast'","b'ARCCRTI11F4C845308'",,,"b''",5,162.817,4,-11.706,1,913,11,733,182,1465,0.47736475248353516,12,0.0,nan,0.33750728916593725
2643,"b'SOXCEGC12AB018A0BD'","b"Beautiful When You're Green"","b'Charlie Khan'",208.24771,0,581662,"b'How We Divide the Cake'","b'ARGXJRQ1241B9C5FDE'",,,"b''",6,92.55,4,-3.976,0,592,2,324,78,648,0.4747123541022973,10,0.0,0.30416950343527516,0.33208898102000006
2644,"b'SOLSRIT12A58A79324'","b'Sing Boy Sing'","b'Tommy Sands'",142.99383,0,577071,"b'Sing Boy Sing'","b'ARWBAI21187B991E2E'",-87.63241,41.88415,"b'UK - Northern Ireland'",2,101.324,4,-18.183,1,465,7,238,57,476,0.4068019969695495,27,0.0,nan,0.29858071751793647
2645,"b'SOBXGEP12AB018E2CA'","b'A Different Kind of Love'","b'Paul Simon'",137.40363,0,680579,"b'Recorded as Jerry Landis'","b'AR966X21187B9AC463'",,,"b'Newark NJ'",9,133.884,4,-7.444,1,418,7,299,74,599,0.7070594518582118,21,0.0,0.3016817567316363,0.5624327307357129
2646,"b'SOLIXBU12AB018C389'","b'A Dustland Fairytale'","b'Twinkle Twinkle Little Rock Star'",238.52363,0,807812,"b'Lullaby Versions Of The Killers'","b'ARDXGVT124207832C0'",,,"b''",2,80.003,4,-19.938,1,482,7,317,79,634,0.3181414524676429,0,0.0,0.0,0.42070316745118513
2647,"b'SOYCYFG12A81C22BA1'","b'Unfinished Self-Portrait'","b'Eberhard Weber'",279.06567,1993,179771,"b'Pendulum'","b'ARWBN9B1187B988B95'",9.17192,48.76767,"b'Stuttgart Germany'",1,99.556,3,-27.016,1,589,6,448,149,897,0.5455990200290305,42,0.0,0.34092275586437804,0.3436800408897251
2648,"b'SOSCHDW12A8C130FD7'","b'Song Sung Blue'","b'Neil Diamond'",172.38159,1972,282376,"b'Hot August Nights II'","b'AR40GSU1187FB3AA01'",,,"b'Brooklyn NY'",0,127.275,4,-12.409,1,521,8,365,90,731,0.8176351463612579,25,0.0,nan,0.5640059858207765
2649,"b'SOQGFVA12A8C13AE87'","b"We're Almost There"","b'Michael Jackson'",222.37995,1975,296020,"b'The Real Thing: The Jackson 5'","b'ARXPPEY1187FB51DF4'",,,"b''",11,187.427,7,-9.631,1,928,13,688,97,1376,0.8665203198102411,29,0.0,nan,0.7665454507572961
2650,"b'SOEIJKO12AB0181BE2'","b'Christmas Time'","b'The Continentals'",164.12689,0,641820,"b"Wild Rockin' & Boppin' (X-Mas Edition)"","b'AR5ZY7R1187B996302'",-77.029,38.8991,"b'Washington DC'",2,90.245,3,-7.928,1,447,7,244,80,487,0.4420305132891076,27,0.0,0.23991550184150984,0.38010920821880884
2651,"b'SOJMXXW12A6D4F9DB3'","b'Party Time'","b'45 Grave'",163.26485,1989,272276,"b"A Devil's Possessions - Demos & Live 1980-1983"","b'ARB1CNO1187FB4CE93'",,,"b''",4,114.135,1,-12.778,1,396,9,311,311,311,0.596602384560081,42,0.0,0.6473688165526812,0.39918628529592
2652,"b'SOIVRUS12A8C133164'","b'Blame Canada ( From: South Park )'","b'Marc Shaiman'",106.81424,2008,190811,"b'The Bucket List'","b'AR8IEZO1187B99055E'",,,"b''",0,136.975,4,-16.079,1,386,5,230,56,460,0.5100108708258073,34,0.0,nan,0.37844273654461713
2653,"b'SOAXKSW12A8C13E7FA'","b'Sloppy Love Jingle_ Pt. 3 (Amended Album Version)'","b'Gym Class Heroes'",134.922,2006,117464,"b'As Cruel As School Children'","b'ARGMGHN1187B9B4213'",,,"b'Geneva NY'",7,80.473,3,-13.12,0,598,6,177,55,531,0.906619151710548,15,0.0,0.0,0.5634035658694969
2654,"b'SOAFZRZ12A58A7AF39'","b'So Many Roads'","b'The Mustangs'",174.57587,0,650736,"b'Nothing Stays the Same'","b'ARGHV4C1187B995847'",-72.75753,41.51776,"b'Connecticut'",7,117.044,4,-9.302,1,457,10,329,81,659,0.4321364774207179,28,0.0,nan,0.36256359183067294
2655,"b'SOJDXYE12A8C132D5B'","b'Mean And Evil Blues'","b'Joe Turner_ Joe Houston_ L. C. Williams'",171.31057,0,141960,"b'The Big Three'","b'ARWIMT21187B9B5AEC'",-89.87374,32.58507,"b'Mississippi'",8,70.49,1,-23.538,1,535,8,197,197,590,0.4736241237475465,45,0.0,nan,0.3645865754085436
2656,"b'SOIJQYA12A8C1375EF'","b'Loves Parting'","b'Vivian Khor'",253.12608,0,151089,"b'Paradise'","b'ARIHWZG11F50C50E1C'",-118.24532,34.05349,"b'California - LA'",8,92.017,1,-21.533,0,493,13,373,373,746,0.3622103246354881,13,0.0,nan,0.2826235836238331
2657,"b'SOBYHTZ12A8C13363C'","b'Through The Eyes Of Faith'","b'The Booth Brothers'",244.92363,0,148757,"b'The Blind Man Saw It All'","b'ARKVMRR122CC3B110A'",-80.01955,35.21962,"b'North Carolina'",0,130.98,4,-4.071,1,887,11,514,128,1027,0.5159893302977827,14,0.0,0.21508031850922793,0.35459275807044455
2658,"b'SOSNQCC12AB0185B62'","b'Patricia'","b'Mighty Mighty Bosstones'",168.85506,1989,511256,"b"Devil's Night Out"","b'AR2SMD91187B9B0582'",,,"b'Boston MA'",1,197.213,1,-9.515,1,569,9,549,549,1098,0.6992620557763054,37,0.0,0.5135170285371385,0.4759412895980046
2659,"b'SOOSJQN12AB017E4CF'","b'Lifeboat Serenade'","b'Jimmy Herring'",359.8624,2008,344464,"b'Lifeboat'","b'ARWBZWU1187B98F7FB'",,,"b''",4,124.073,4,-10.004,0,947,13,740,184,1481,0.5150349413254863,13,0.0,0.5658895096574311,0.41215530430789693
